-1 0:0.202659085709836 1:-0.04156113107777672 2:-0.09071353902616391 3:-0.06838133504665186 4:0.06775483568247558 5:-0.01517533687917978 6:0.0475616304786655 7:0.02994417477495999 8:0.02367337768363265 9:0.0498664414943548
-1 0:0.1966665915616807 1:0.05574423137003443 2:0.004378021557293053 3:-0.03312658625504555 4:-0.03682367748868435 5:0.007656870445311348 6:0.09840727120106156 7:-0.04432097938590911 8:-0.07527689153657331 9:-0.04163238776426026
-1 0:0.2298972179041406 1:0.03054437763745866 2:0.07533996394569743 3:0.06970829857588473 4:0.04755432808348784 5:-0.0470594900626326 6:0.003628318436736443 7:0.06917130856204272 8:0.02376796029086322 9:0.01485500741799506
-1 0:0.1790506279801352 1:0.04995981696379435 2:-0.06545077747532188 3:0.0935330554005996 4:0.04686383703348601 5:-0.0745249615282359 6:0.02794913383612814 7:0.03677048083795757 8:0.04844594744513302 9:-0.01101912284601566
-1 0:0.2167455927233064 1:0.1189234103877758 2:-0.06531578876539729 3:-0.001814392191509355 4:0.0502019788751072 5:-0.04413232643041225 6:0.01167768698322773 7:0.2456293306618836 8:0.03222242539471766 9:-0.09396718409944238
-1 0:0.1760348989267419 1:0.0828287672452786 2:0.03103016761886502 3:0.01777103402695589 4:0.04657284975068708 5:0.006101559488278204 6:-0.03422982293252268 7:0.1014910733869006 8:-0.04173242114585086 9:0.06876486410758316
-1 0:0.1993580244648718 1:0.05447151176444203 2:0.05347650705561314 3:0.02259589329375085 4:-0.05788413949168811 5:0.04674368364096353 6:-0.07957573231807749 7:0.02456370086146647 8:0.01422342661698757 9:-0.0761806058132605
1 0:0.199448296169028 1:0.06834610660156694 2:-0.01473761607284364 3:0.0003951774443877966 4:0.02046821561159679 5:-0.04078539307210383 6:0.03602294819595404 7:-0.003461286237609986 8:0.02891712329691213 9:-0.05017401229919623
-1 0:0.2301386847144027 1:0.1406417460589183 2:0.07464534152539237 3:0.01865286797091981 4:-0.05140919721514785 5:0.005374753478526345 6:0.06061203752730372 7:-0.02929625311982639 8:-0.01893640327539891 9:-0.1072991086761249
-1 0:0.2214808991928499 1:-0.02758740106023863 2:-0.05757786019788073 3:-0.0332382539576894 4:0.04144252137844211 5:-0.02993709225864585 6:0.02872677938031783 7:-0.001072142562194338 8:0.05986097703368399 9:0.1155826199839386
-1 0:0.2710409822841607 1:0.1897726387371972 2:-0.01553558407436425 3:0.03524876607167628 4:0.0001289682553783416 5:-0.05723264614310683 6:0.1281180837034615 7:0.1119537604875776 8:0.006429002785520692 9:-0.1630839409009962
-1 0:0.2669592582938059 1:0.1612177075063659 2:0.0886224578199573 3:0.0104904272004335 4:-0.00913995642685226 5:0.02389160772326931 6:-0.03880940148086689 7:0.04951008030232022 8:-0.09252133158622776 9:-0.01711245822968891
-1 0:0.2713742469774126 1:0.1041933186915913 2:0.03012677223550153 3:-0.004861792431664368 4:0.06105758505924616 5:0.01749298720079137 6:-0.0591988635946683 7:0.124718819744562 8:-0.1059244007453481 9:0.1513496923865837
-1 0:0.245077477619067 1:0.1312646607697808 2:0.02238515582560449 3:-0.02834952427631404 4:-0.004621940307644505 5:-0.007022286358750499 6:0.03305120983341212 7:0.02358173741644767 8:-0.0437383940284244 9:-0.04825478207267709
-1 0:0.1977629591672787 1:0.0281576698376854 2:0.02558784513444845 3:0.04575208199075134 4:-0.03122605861320428 5:0.0004893630801964912 6:-0.02145699854793717 7:-0.0649852517337291 8:0.08795342527655116 9:-0.05370484270115573
-1 0:0.191666485826189 1:0.07124117622866204 2:0.02102515480147429 3:0.03924716381264814 4:-0.03726086615484891 5:0.04088381773035663 6:-0.06367527205852892 7:-0.03503748046090747 8:0.03851376704735129 9:-0.05470655842717154
-1 0:0.1961950827218922 1:0.09458857199623352 2:0.03825719675417381 3:0.0221779567069853 4:-0.02694486652361442 5:-0.0005646428866126408 6:0.009511636545349793 7:-0.08717821139795486 8:0.04478420105596337 9:-0.05003093938762182
-1 0:0.2546716679520653 1:0.06283427068927877 2:-0.08803290192112691 3:-0.08400894278249846 4:0.08617627164476788 5:-0.03803860170303155 6:-0.01990254843730674 7:0.05742733261758637 8:0.03572866610886177 9:0.1756208419550393
-1 0:0.1802363782034969 1:-0.02094475332443511 2:-0.1203075551762869 3:-0.04090106506960615 4:0.04594476312540281 5:-0.04827071913146974 6:-0.0203268192227065 7:-0.03654086738728673 8:0.05708736807003259 9:0.136830939510256
-1 0:0.2723869209974347 1:0.1151452180230537 2:0.02746846710425023 3:0.07361667081535365 4:-0.001086009019667557 5:-0.03905412627540387 6:0.1001793559556261 7:0.1544739393027763 8:-0.02064401770432022 9:-0.0896273591645087
-1 0:0.1767270408886762 1:0.02415973281742446 2:0.03912594076013541 3:0.016140026624148 4:0.002718826947840702 5:-0.0319236982902334 6:0.05490252240492224 7:-0.03434359047904709 8:0.0358486030181638 9:-0.04431888856834319
1 0:0.2628885994840729 1:0.1291328494018451 2:0.01889543826533413 3:-0.004607153822609436 4:0.01388032106935669 5:-0.02162538450311162 6:0.06231676762825085 7:0.09379333890177001 8:-0.04881410699135303 9:0.02017396123695756
-1 0:0.1837340208891266 1:-0.05632153753531512 2:-0.06901750035861794 3:0.1610293028833148 4:0.05262918272562469 5:-0.1163226158487375 6:0.01048023441149623 7:0.01503743332079183 8:-0.05671330040445517 9:-0.02693723318386699
-1 0:0.2297664662166165 1:0.005866998223841342 2:-0.1087378226616519 3:-0.06230082696793837 4:0.07219022849906298 5:-0.04805788153409648 6:0.0411279247498497 7:0.001108493559564828 8:0.04111529149026173 9:0.1227899032256003
-1 0:0.1874513581134618 1:0.06029462586251971 2:0.01706771070655399 3:0.04215705010311128 4:-0.00724484033557831 5:0.006779165183032068 6:0.008772796905148669 7:0.02430311754009475 8:-0.01492350609510734 9:0.03600120352494709
-1 0:0.1803979763457339 1:3.293549654312804e-05 2:-0.01348073787288522 3:-0.03920486787208124 4:-0.04627433579212306 5:0.02246745235320682 6:0.09427668474772812 7:0.008781902066867582 8:-0.001577441005093092 9:0.06345208090372978
-1 0:0.2438836722320209 1:0.1122544671779517 2:-0.007321061774904129 3:0.02087377798386562 4:0.001590396639797575 5:-0.03271368073943156 6:0.04032252344699599 7:-0.01644412233210138 8:-0.02422546664949158 9:-0.02234131216411511
-1 0:0.2519769567526149 1:0.1347636261503227 2:-0.07039736890830993 3:0.02831778505149768 4:0.0613392030910539 5:-0.06940227821549896 6:0.08926219445268399 7:0.210449344251382 8:0.04673033484136462 9:-0.1320820348988616
-1 0:0.2331378974159964 1:0.004694841201615658 2:-0.06034783999963398 3:-0.02324292205794075 4:0.07786761940507513 5:-0.07832329235338868 6:-0.007715611050255851 7:-0.05579867213027482 8:0.05044689029030523 9:0.1020664121620151
-1 0:0.1055463037952723 1:-0.03516656276609741 2:-0.05162508576711328 3:0.04236659828372559 4:-0.006474236215193255 5:-0.01396909693818645 6:-0.01097564836392454 7:-0.0250703409234942 8:0.004121653507602232 9:-0.005829478934472227
-1 0:0.2274716005082346 1:-0.1013102268776052 2:0.03857482100284956 3:-0.140665296541734 4:0.08534991425837359 5:-0.02648402532950645 6:0.05329011530231409 7:-0.01217018289410121 8:0.001926752524653091 9:-0.140205484196355
-1 0:0.2678141998948129 1:0.07338594197924683 2:0.04764692955741663 3:-0.01242006311035979 4:-0.01010272349999142 5:0.001796547317985679 6:0.02673883415378886 7:-0.02340325305827617 8:-0.0307901037575076 9:-0.002466396897871707
-1 0:0.2112739363492721 1:0.1261838948361377 2:0.05441275975832196 3:0.0009516508199127127 4:-0.008484689357410806 5:0.01108054247784772 6:-0.07249451848213594 7:0.01932154584206822 8:-0.01837872860804357 9:-0.005291525423758493
-1 0:0.1687212722449625 1:0.01557582404968616 2:0.02413842313224037 3:0.01260338160177574 4:-0.02863114074046485 5:0.02209691065933761 6:-0.0491708678615821 7:-0.05196863262242717 8:0.0004027629343840184 9:-0.02592358045231186
-1 0:0.1991593924252988 1:-0.06293945216659506 2:0.092556506357307 3:-0.03318512404671971 4:-0.02746513036117228 5:0.03556241646553398 6:0.0237905206139134 7:0.05788454963872336 8:0.03456737376852726 9:-0.006597949167366514
-1 0:0.2036241018484214 1:0.04296093330128616 2:-0.037245210153115 3:0.02052780684605206 4:0.08445049039258845 5:-0.09826769176388035 6:-0.009939003996556684 7:0.01859206339463131 8:0.090995761297697 9:0.03141230166521143
-1 0:0.2058944360172638 1:-0.09304604871911201 2:0.2035869101498627 3:0.005948984289398176 4:0.04845245978651531 5:-0.04088041929707978 6:0.03691229741891953 7:-0.02909178624851345 8:-0.01062373580936228 9:0.05181993733103741
-1 0:0.09463465266883894 1:-0.03041132160495428 2:-0.07320443726533518 3:0.05270832392734828 4:-0.06434710000185997 5:0.02851227573003895 6:-0.02968746860035104 7:-0.004803010738057518 8:0.01573770976498719 9:0.02979165088337361
-1 0:0.1626139175891045 1:-0.0616600560779499 2:0.08279395224606173 3:-0.01362921046736332 4:0.03100841530242284 5:-0.0241400618400455 6:0.05064700388661992 7:0.009974770895748617 8:0.02680450187059509 9:0.03925295405520079
-1 0:0.1681526168330544 1:-0.09835490465042114 2:0.07239806309849396 3:0.1163028074510197 4:0.00203661288715784 5:-0.06244654379364073 6:0.06836377111255861 7:-0.01313066655051444 8:0.03255632238895782 9:0.01617788203231299
-1 0:0.2401418498950039 1:-0.06321436965262887 2:-0.01245902791729417 3:-0.06796924572056068 4:0.05669600332504403 5:-0.01790459476319523 6:0.007730884875987528 7:0.06932729225524709 8:-0.007318047240180904 9:-0.1249757844649867
-1 0:0.2223936985242336 1:-0.0254236588345102 2:-0.02022674250909735 3:0.06353278993706318 4:0.07389734997982988 5:-0.05775917324677465 6:-0.02861583106164107 7:0.0142363477244226 8:-0.05070291543469897 9:0.0246703757119873
-1 0:0.1604561227262556 1:-0.01390902595928798 2:-0.007793923005841718 3:-0.07188822669712859 4:-0.05291516622552386 5:0.05645662747801451 6:-0.01555563870458087 7:-0.009742660246087399 8:-0.04821954261831363 9:-0.02239899826366223
-1 0:0.2739445373363572 1:0.08151540415247709 2:-0.005610908512661056 3:0.05909469953015994 4:0.01538687706297187 5:-0.0567849442313032 6:0.0783798890952864 7:-0.02420590683285481 8:-0.04981171010474916 9:-0.00642826668106918
-1 0:0.1645590738392964 1:-0.02134542700553126 2:0.05208686868937694 3:0.01700650982006915 4:-0.004553074569487742 5:-0.004253580393174823 6:0.02503438369545494 7:0.01694119645023939 8:-0.02066700628202255 9:-0.006046434708744133
-1 0:0.1831246214893733 1:-0.06657010462329579 2:0.06035856031354401 3:0.06789038903878944 4:0.04499966501405537 5:-0.03261312151748708 6:0.02949510387951937 7:0.01777700962002008 8:0.05496494228917212 9:0.05289383001269294
-1 0:0.2313144952957615 1:0.002077732245786556 2:0.007397812634923523 3:-0.1025781233117108 4:-0.01341041623642823 5:0.05131856220593681 6:-0.03313186398482935 7:0.01884462495321327 8:-0.05778753888788896 9:-0.01571425142005216
-1 0:0.2130624729513091 1:0.01617421154634715 2:-0.01058878778040804 3:-0.05065516013048468 4:0.004278637097942826 5:-0.008559095458399777 6:0.06427214810390976 7:-0.05928067024982471 8:-0.04844867949428373 9:0.02277672755039577
-1 0:0.1818986643842555 1:-0.0433624906284696 2:-0.01029842584191069 3:-0.0329267549056575 4:0.04859015895274999 5:-0.02567619471926758 6:0.01408438075961466 7:0.02085427749558168 8:-0.0721394291288581 9:-0.02954970631526932
-1 0:0.1531441372664767 1:-0.01945246001861966 2:0.06465241209591455 3:0.008466056535643056 4:0.01026093946984971 5:-0.008095922605195434 6:0.05957258181147185 7:0.001795003543779397 8:-0.06829163939202125 9:0.04492857337798845
-1 0:0.1810710564526049 1:0.01596420372395084 2:0.03964420048856142 3:0.04639298628771904 4:0.003264481993428373 5:-0.00402898735793644 6:-0.0340452453261797 7:0.005666036965246509 8:-0.008733806582003506 9:0.03039087234591697
-1 0:0.1618513334218435 1:0.002137894463618087 2:-0.02357060082375583 3:0.1095604955306763 4:0.07942616652738499 5:-0.06302361041632834 6:-0.0404305883397418 7:-0.04016074174276733 8:-0.1066368903970177 9:0.009884379836913478
-1 0:0.174996315794212 1:0.1123057240243904 2:-0.01509193725387739 3:0.05727026837774906 4:0.007831921474780106 5:-0.04179662639267559 6:0.02342371191468411 7:0.05145817337049944 8:0.04685779305613573 9:-0.07437377928656362
-1 0:0.1695226127029296 1:-0.08512809496005184 2:0.011577445978119 3:0.01058534681869506 4:-0.04683232694356728 5:0.03527356300914196 6:-0.03750384958200963 7:-0.03673099853936306 8:0.01667005759238266 9:-0.05866096294998175
-1 0:0.213893839918898 1:-0.09592149870998219 2:0.02243836549127277 3:-0.1145236539049613 4:0.09544336761088704 5:-0.02932071960217411 6:0.007899420014177609 7:-0.006606967005828698 8:0.005555176557619625 9:-0.07171700141004135
-1 0:0.1793586800773006 1:-0.04247873513129621 2:0.05175025322003333 3:0.05238676453508283 4:0.00561175153899777 5:-0.04915682872923006 6:0.05252389681189811 7:-0.03356885078279623 8:0.0480069172206353 9:0.05980452400811784
-1 0:0.2382007456408576 1:-0.007255554271588323 2:-0.09373458366918937 3:0.01242955168981242 4:0.01521232956045643 5:-0.04386507872944437 6:0.1112826856623014 7:-0.063396886623346 8:-0.1050840576634682 9:0.03979416908594038
-1 0:0.2063300279724929 1:-0.0008752552094114957 2:0.009904899632544477 3:-0.02506956864777607 4:-0.02907032256082707 5:-0.0005459839288669359 6:0.118044343146467 7:-0.03761687204113124 8:-0.0697666303907068 9:-0.0065193270787506
-1 0:0.176558812313165 1:0.100160440580545 2:0.02977746844584411 3:0.03562568881053412 4:-0.04382264891795794 5:0.0209788693065149 6:-0.02025718531480701 7:-0.03536886845292991 8:-0.003910052452633569 9:0.03183036686220295
-1 0:0.2812522782673496 1:-0.02524872556200667 2:-0.1106673382625446 3:-0.1664002557437639 4:0.1270536409364442 5:-0.07272889531899358 6:0.007886189552712078 7:-0.01981663985333735 8:-0.01614335363333786 9:-0.03634183385727767
-1 0:0.228580562973297 1:0.07734783871930438 2:-0.05992518385586605 3:0.06857256131399503 4:0.04427884650087718 5:-0.0744947806041901 6:0.02964401714745063 7:0.01312177366531564 8:0.04297667584052832 9:-0.02342506757851728
-1 0:0.3330509095154801 1:0.1351292120996326 2:-0.03446584463074491 3:0.003703897101869489 4:0.01964796295207184 5:-0.07308198586234751 6:0.1745695060222697 7:0.1696152019887723 8:-0.04135017120798137 9:-0.08727184524535772
-1 0:0.1461810149505469 1:-0.09233600908217993 2:-0.06819944908797392 3:-0.08211789353447968 4:0.04792332742586312 5:-0.01358284020488619 6:-0.06378736417372373 7:-0.020924243014318 8:0.009543604841376202 9:-0.02861804142841136
-1 0:0.173293462374614 1:-0.07728816554921233 2:0.06132069843170409 3:0.05259098489294193 4:0.03567759960546626 5:-0.0427423482224392 6:0.001189954759621223 7:-0.0346134780282432 8:0.02345925046748959 9:0.02957838349709968
-1 0:0.1896112410975941 1:-0.04417127084827344 2:0.01588712539995694 3:-0.05260009676657746 4:-0.04438819332094796 5:0.05952857551956243 6:-0.006320960077832531 7:0.05500072766656987 8:-0.07452077329239823 9:-0.01172501399831847
-1 0:0.203944259210797 1:0.02790977794457522 2:-0.1015882033737615 3:-0.05486385564709331 4:0.07778908284033284 5:-0.07966506227099358 6:0.03311813998593346 7:-0.03406263134346755 8:0.09359301357093057 9:0.2167774917901886
-1 0:0.2228861199574173 1:-0.06044576302471209 2:0.02421132106633553 3:-0.005385036881764943 4:0.08761863852940142 5:-0.02962686800843109 6:-0.06395469801580635 7:-0.01202492386771057 8:-0.08957705136048483 9:0.007897173881712625
-1 0:0.1349030357975365 1:0.05016003914396912 2:0.02508984533325739 3:0.03585499461847642 4:-0.007628697711928088 5:-0.0008382086646453789 6:0.009277367764066402 7:0.02445899534733821 8:-0.06778060597647684 9:0.02216625328353813
-1 0:0.1894870485658297 1:-0.1437277612884874 2:0.05397755887111761 3:0.06554926109132816 4:0.05610523640406138 5:-0.1087990099122795 6:0.09567767227451209 7:-0.02187064791925821 8:0.04943540864002589 9:0.05499818987481746
-1 0:0.1794494184170427 1:-0.1493074382711851 2:0.1100768064654364 3:0.08958890124122985 4:0.02439796746718047 5:-0.07420111646082961 6:0.06913890247302355 7:0.01232515532531096 8:0.08632009934790544 9:0.03949063716834808
-1 0:0.1974868849098027 1:0.0060121461866853 2:-0.02969281385396502 3:0.03970530736194384 4:0.02427122814387301 5:-0.04398922871819184 6:0.02081034559625761 7:0.0295311309835866 8:-0.02095737766774297 9:-0.01150612898818511
-1 0:0.1844598325664503 1:0.05299077663730721 2:0.0174581856760495 3:0.0101954290181649 4:-0.03945516180453087 5:0.03859917121980923 6:-0.001365027535536529 7:0.003940303815414843 8:-0.04702819840213072 9:0.03474218564969241
-1 0:0.2330144244600666 1:-0.03884622536570786 2:-0.05008061763627691 3:0.1400676721661231 4:0.1108221994880038 5:-0.1368549253805727 6:-0.04595339475209803 7:-0.1077214034399134 8:-0.1300758303437257 9:-0.02199941908387795
-1 0:0.1705664182436628 1:-0.187725707626605 2:0.1502696581855748 3:0.1308081673604545 4:0.04974725326840838 5:-0.1130552212202236 6:0.07917310290144051 7:-0.02259880173655461 8:0.07245743616781597 9:0.0775857281491892
